Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
40718726,Genghis Khan and the Making of the Modern World,Jack Weatherford,"Weatherford, Jack",,"=""""","=""""",0,4.07,Broadway Books,Kindle Edition,352,2018,2004,,2025/03/02,to-read,to-read (#288),to-read,,,,0,0
40117,The Unconsoled,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""057122539X""","=""9780571225392""",0,3.59,Faber and Faber,Paperback,535,1995,1995,,2025/02/24,to-read,to-read (#287),to-read,,,,0,0
28920,A Pale View of Hills,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",0,3.80,Faber and Faber,Paperback,183,2005,1982,,2025/02/24,to-read,to-read (#286),to-read,,,,0,0
28923,When We Were Orphans,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""0571225403""","=""9780571225408""",0,3.54,Faber & Faber,Paperback,320,2005,2000,,2025/02/24,to-read,to-read (#285),to-read,,,,0,0
179922986,Kubrick: An Odyssey,Robert P. Kolker,"Kolker, Robert P.",Nathan Abrams,"=""1639366245""","=""9781639366248""",0,4.22,Pegasus Books,Hardcover,656,2024,2023,,2025/02/24,to-read,to-read (#284),to-read,,,,0,0
350,Stranger in a Strange Land,Robert A. Heinlein,"Heinlein, Robert A.",James Warhola,"=""""","=""""",0,3.92,Ace,Paperback,525,1991,1961,,2025/02/24,to-read,to-read (#283),to-read,,,,0,0
61065813,"Surrender: 40 Songs, One Story",Bono,"Bono, Bono",,"=""0525521046""","=""9780525521044""",0,4.19,Knopf,Hardcover,564,2022,2022,,2025/02/24,to-read,to-read (#282),to-read,,,,0,0
905,The Inner Game of Tennis: The Classic Guide to the Mental Side of Peak Performance,W. Timothy Gallwey,"Gallwey, W. Timothy","Pete Carroll, Zach Kleiman","=""0679778314""","=""9780679778318""",0,4.18,Random House Trade Paperbacks,Paperback,134,1997,1974,,2025/02/24,to-read,to-read (#281),to-read,,,,0,0
2199,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,"Goodwin, Doris Kearns",,"=""""","=""""",0,4.29,Simon & Schuster,Paperback,916,2006,2005,,2025/02/24,to-read,to-read (#280),to-read,,,,0,0
62334530,None of This Is True,Lisa Jewell,"Jewell, Lisa",,"=""1982179007""","=""9781982179007""",0,4.07,Atria Books,Hardcover,390,2023,2023,,2025/02/23,to-read,to-read (#279),to-read,,,,0,0
17375,The Meaning of It All: Thoughts of a Citizen-Scientist,Richard P. Feynman,"Feynman, Richard P.",,"=""0465023940""","=""9780465023943""",0,3.96,Basic Books,Paperback,144,2005,1998,,2025/02/22,to-read,to-read (#278),to-read,,,,0,0
139400708,Zodiac: A Graphic Memoir,Ai Weiwei,"Weiwei, Ai","Elettra Stamboulis, Gianluca Costantini","=""1984863002""","=""9781984863003""",0,3.68,Ten Speed Graphic,Paperback,176,2024,2024,,2025/02/19,to-read,to-read (#277),to-read,,,,0,0
76865,Good to Great: Why Some Companies Make the Leap... and Others Don't,Jim Collins,"Collins, Jim",,"=""0066620996""","=""9780066620992""",0,4.12,Harper Business,Hardcover,300,2001,2001,,2025/02/18,to-read,to-read (#276),to-read,,,,0,0
30512491,Curation: The Power of Selection in a World of Excess,Michael Bhaskar,"Bhaskar, Michael",,"=""0349412502""","=""9780349412504""",0,3.63,"Little, Brown",Hardcover,368,2016,2016,,2025/02/17,to-read,to-read (#275),to-read,,,,0,0
41436213,Sandworm: A New Era of Cyberwar and the Hunt for the Kremlin's Most Dangerous Hackers,Andy Greenberg,"Greenberg, Andy",,"=""0385544413""","=""9780385544412""",0,4.34,Doubleday,Kindle Edition,368,2019,2019,,2025/02/15,to-read,to-read (#274),to-read,,,,0,0
6719017,Reading in the Brain: The Science and Evolution of a Human Invention,Stanislas Dehaene,"Dehaene, Stanislas",,"=""0670021105""","=""9780670021109""",0,4.07,Viking Adult,Hardcover,388,2009,2007,,2025/02/09,to-read,to-read (#273),to-read,,,,0,0
144405196,"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",Fei-Fei Li,"Li, Fei-Fei",,"=""""","=""""",0,4.31,Flatiron Books: A Moment of Lift Book,Hardcover,336,2023,2023,,2025/02/08,to-read,to-read (#272),to-read,,,,0,0
62879032,Robert Nava,Jason Rosenfeld,"Rosenfeld, Jason",Robert Nava,"=""1948701537""","=""9781948701532""",0,3.00,Pace Publishing,Hardcover,141,2022,,,2025/01/29,to-read,to-read (#271),to-read,,,,0,0
193659,Lost Moon: The Perilous Voyage of Apollo 13,Jim Lovell,"Lovell, Jim","Jeffrey Kluger, Fred Sanders","=""0395670292""","=""9780395670293""",0,4.40,Houghton Mifflin,Hardcover,378,1994,1994,,2025/01/29,to-read,to-read (#270),to-read,,,,0,0
58169,"Catching the Big Fish: Meditation, Consciousness, and Creativity",David  Lynch,"Lynch, David",,"=""1585425400""","=""9781585425402""",0,3.77,Tarcherperigee,Hardcover,181,2006,2006,,2025/01/18,to-read,to-read (#269),to-read,,,,0,0
3828902,Thinking In Systems: A Primer,Donella H. Meadows,"Meadows, Donella H.",Diana Wright,"=""1603580557""","=""9781603580557""",0,4.18,Chelsea Green Publishing,Paperback,218,2008,2008,,2025/01/11,to-read,to-read (#268),to-read,,,,0,0
2543099,The Craft of Research,Wayne C. Booth,"Booth, Wayne C.","Gregory G. Colomb, Joseph M. Williams","=""0226065669""","=""9780226065663""",0,3.92,University of Chicago Press,Paperback,317,2008,1995,,2024/12/31,to-read,to-read (#267),to-read,,,,0,0
6968772,The Master and His Emissary: The Divided Brain and the Making of the Western World,Iain McGilchrist,"McGilchrist, Iain",,"=""030014878X""","=""9780300148787""",0,4.35,Yale University Press,Hardcover,608,2009,2009,,2024/12/31,to-read,to-read (#266),to-read,,,,0,0
67880,The Outsider,Colin Wilson,"Wilson, Colin","Friedrich Nietzsche, Rainer Maria Rilke","=""0753814323""","=""9780753814321""",0,4.03,Phoenix Paperbacks,Paperback,320,2001,1956,,2024/12/31,to-read,to-read (#265),to-read,,,,0,0
8423939,The Archaeology of Mind: Neuroevolutionary Origins of Human Emotions,Jaak Panksepp,"Panksepp, Jaak",Lucy Biven,"=""0393705315""","=""9780393705317""",0,4.44,W. W. Norton & Company,Hardcover,592,2012,2010,,2024/12/31,to-read,to-read (#264),to-read,,,,0,0
60806778,The Deluge,Stephen Markley,"Markley, Stephen",,"=""1982123095""","=""9781982123093""",0,4.23,Simon & Schuster,Hardcover,896,2023,2023,,2024/12/31,to-read,to-read (#263),to-read,,,,0,0
61959945,Stuck? Diagrams Help.,Abby Covert,"Covert, Abby",Jenny Benevento,"=""""","=""9798218020415""",0,4.01,Lulu,Kindle Edition,352,2022,,,2024/12/23,to-read,to-read (#262),to-read,,,,0,0
25300910,How to Watch a Movie,David  Thomson,"Thomson, David",,"=""1101875402""","=""9781101875407""",0,3.02,Vintage,Kindle Edition,258,2015,2015,,2024/12/16,to-read,to-read (#261),to-read,,,,0,0
29921671,The Weight of Glory,C.S. Lewis,"Lewis, C.S.",,"=""""","=""""",0,4.39,HarperOne,Paperback,208,2015,1949,,2024/12/01,to-read,to-read (#260),to-read,,,,0,0
57693653,"Dilla Time: The Life and Afterlife of J Dilla, the Hip-Hop Producer Who Reinvented Rhythm",Dan Charnas,"Charnas, Dan",,"=""0374139946""","=""9780374139940""",0,4.55,MCD,Hardcover,480,2022,2022,,2024/11/18,to-read,to-read (#259),to-read,,,,0,0
123136728,Orbital,Samantha Harvey,"Harvey, Samantha",,"=""0802161545""","=""9780802161543""",0,3.49,Atlantic Monthly Press,Hardcover,224,2023,2023,,2024/11/17,to-read,to-read (#258),to-read,,,,0,0
32191748,The Unseen World,Liz    Moore,"Moore, Liz",,"=""0393354415""","=""9780393354416""",0,4.12,W. W. Norton,Paperback,451,2017,2016,,2024/11/16,to-read,to-read (#257),to-read,,,,0,0
22668729,Hooked: How to Build Habit-Forming Products,Nir   Eyal,"Eyal, Nir",Ryan Hoover,"=""1591847788""","=""9781591847786""",0,4.12,Portfolio,Hardcover,256,2014,2013,,2024/10/26,to-read,to-read (#256),to-read,,,,0,0
337113,The Tenant of Wildfell Hall,Anne Brontë,"Brontë, Anne",Stevie Davies,"=""0140434747""","=""9780140434743""",0,4.03,Penguin Books,Paperback,576,1996,1848,,2024/10/24,to-read,to-read (#255),to-read,,,,0,0
50798,Jude the Obscure,Thomas Hardy,"Hardy, Thomas","Patricia Ingham, Dennis Taylor, Jenny Sterlin, Mark Oxford, James Oliver Smith Jr.","=""0486452433""","=""9780486452432""",0,3.84,Dover Publications,Paperback,310,2006,1895,,2024/10/24,to-read,to-read (#254),to-read,,,,0,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",0,4.40,Scribner,Hardcover,431,2022,2022,,2024/10/23,to-read,to-read (#253),to-read,,,,0,0
48654,"Story: Substance, Structure, Style, and the Principles of Screenwriting",Robert McKee,"McKee, Robert",,"=""0060391685""","=""9780060391683""",0,4.27,ReganBooks,Hardcover,466,1997,1997,,2024/10/22,to-read,to-read (#252),to-read,,,,0,0
538046,Make It Bigger,Paula Scher,"Scher, Paula",,"=""1568985487""","=""9781568985480""",0,4.19,Princeton Architectural Press,Paperback,272,2005,2002,,2024/10/21,to-read,to-read (#251),to-read,,,,0,0
200547597,Paula Scher: Works,Paula Scher,"Scher, Paula",,"=""0500297703""","=""9780500297704""",0,4.67,Thames & Hudson,Paperback,520,2024,,,2024/10/21,to-read,to-read (#250),to-read,,,,0,0
217830934,The Growth Equation: How Early Stage Startups Can Build a Powerful Engine for Growth,Andy Budd,"Budd, Andy",,"=""1068746114""","=""9781068746116""",0,4.31,The Design Coach Ltd,Kindle Edition,289,2024,,,2024/10/17,to-read,to-read (#249),to-read,,,,0,0
67896,Tao Te Ching,Lao Tzu,"Tzu, Lao","Gia-Fu Feng, Jane English, Jacob Needleman, Toinette Lippe, Claudio Lamparelli","=""0679724346""","=""9780679724346""",0,4.29,Vintage,Paperback,107,1989,-350,,2024/10/12,to-read,to-read (#248),to-read,,,,0,0
52036,Siddhartha,Hermann Hesse,"Hesse, Hermann",Hilda Rosner,"=""""","=""""",0,4.08,Bantam Books,Mass Market Paperback,152,1981,1922,,2024/10/12,to-read,to-read (#247),to-read,,,,0,0
451412,Directors on Directing: A Source Book of the Modern Theater,Toby Cole,"Cole, Toby",Helen Krich Chinoy,"=""0023233001""","=""9780023233005""",0,3.95,Pearson,Paperback,440,1963,1963,,2024/10/06,to-read,to-read (#246),to-read,,,,0,0
111537,Making Movies,Sidney Lumet,"Lumet, Sidney",,"=""0679756604""","=""9780679756606""",0,4.29,Vintage,Paperback,218,1996,1995,,2024/09/23,to-read,to-read (#245),to-read,,,,0,0
218097247,Digital Icons That Work: A Comprehensive Guide to Enhancing User Experience with Effective Iconography,Kate Kaplan,"Kaplan, Kate",kelley gordon,"=""""","=""9798990097810""",0,4.25,Nielsen Norman Group,Kindle Edition,,2024,,,2024/09/14,to-read,to-read (#244),to-read,,,,0,0
218216588,Das inoffizielle GBA Pixelbuch,Robert Bannert,"Bannert, Robert",Thomas Nickel,"=""3982106133""","=""9783982106137""",0,5.00,Elektrospieler,Hardcover,302,2023,,,2024/09/11,to-read,to-read (#243),to-read,,,,0,0
43269446,The Nickel Boys,Colson Whitehead,"Whitehead, Colson",,"=""0345804341""","=""9780345804341""",0,4.25,Vintage,Paperback,213,2020,2019,,2024/09/05,to-read,to-read (#242),to-read,,,,0,0
61992093,Wish I Was Here,M. John Harrison,"Harrison, M. John",,"=""1800812973""","=""9781800812970""",0,4.03,Serpent's Tail,Hardcover,224,2023,2023,,2024/08/30,to-read,to-read (#241),to-read,,,,0,0
15801967,Contagious: Why Things Catch On,Jonah Berger,"Berger, Jonah",,"=""1451686579""","=""9781451686579""",0,3.98,Simon & Schuster,Hardcover,210,2013,2013,,2024/08/26,to-read,to-read (#240),to-read,,,,0,0
7069,The World According to Garp,John Irving,"Irving, John",,"=""0345915593""","=""9780345915597""",0,4.11,Ballantine Books,Hardcover,610,1999,1978,,2024/08/26,to-read,to-read (#239),to-read,,,,0,0
13588394,The Signal and the Noise: Why So Many Predictions Fail—But Some Don't,Nate Silver,"Silver, Nate",,"=""159420411X""","=""9781594204111""",0,3.97,Penguin,Hardcover,544,2012,2012,,2024/08/17,to-read,to-read (#238),to-read,,,,0,0
204236707,On the Edge: The Art of Risking Everything,Nate Silver,"Silver, Nate",,"=""1594204128""","=""9781594204128""",0,3.67,Penguin Press,Hardcover,576,2024,2024,,2024/08/17,to-read,to-read (#237),to-read,,,,0,0
197566578,Broken Money: Why Our Financial System is Failing Us and How We Can Make it Better,Lyn Alden,"Alden, Lyn",,"=""""","=""9798988666301""",0,4.60,Timestamp Press,Hardcover,538,2023,,,2024/08/01,to-read,to-read (#236),to-read,,,,0,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.16,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2024/07/18,to-read,to-read (#235),to-read,,,,0,0
97782,Then We Came to the End,Joshua Ferris,"Ferris, Joshua",,"=""0316016381""","=""9780316016384""",0,3.47,"Little, Brown and Company",Hardcover,387,2007,2007,,2024/07/15,to-read,to-read (#234),to-read,,,,0,0
22034,"The Godfather (The Godfather, #1)",Mario Puzo,"Puzo, Mario","Robert Thompson, Peter Bart","=""""","=""""",0,4.40,NAL,Paperback,428,2002,1969,,2024/06/01,,,read,,,,1,0
242472,The Black Swan: The Impact of the Highly Improbable,Nassim Nicholas Taleb,"Taleb, Nassim Nicholas",,"=""1400063515""","=""9781400063512""",0,3.96,Random House ,Hardcover,480,2007,2007,,2024/05/30,to-read,to-read (#233),to-read,,,,0,0
3,"Harry Potter and the Sorcerer's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""0439554934""","=""9780439554930""",0,4.47,Scholastic Inc,Hardcover,309,2003,1997,,2017/07/22,,,read,,,,1,0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140605""","=""9781423140603""",0,4.47,Disney-Hyperion Books,Hardcover,586,2012,2012,,2017/07/22,,,read,,,,1,0
27274361,When Strangers Meet: How People You Don't Know Can Transform You (TED Books),Kio Stark,"Stark, Kio",,"=""1501119990""","=""9781501119996""",0,3.33,Simon & Schuster/ TED,Kindle Edition,129,2016,,,2024/05/09,to-read,to-read (#232),to-read,,,,0,0
42611483,Escaping the Build Trap: How Effective Product Management Creates Real Value,Melissa Perri,"Perri, Melissa",,"=""1491973757""","=""9781491973752""",0,4.28,O'Reilly Media,Kindle Edition,199,2018,2018,,2024/05/04,to-read,to-read (#231),to-read,,,,0,0
78642417,Testimony: Inside the Evangelical Movement That Failed a Generation,Jon Ward,"Ward, Jon",,"=""1587435772""","=""9781587435775""",0,4.05,Brazos Press,Hardcover,256,2023,2023,,2024/05/04,to-read,to-read (#230),to-read,,,,0,0
199467729,Product Operations: How successful companies build better products at scale,Melissa Perri,"Perri, Melissa",Denise Tilles,"=""""","=""9798988338024""",0,3.86,,Kindle Edition,301,2023,,,2024/05/04,to-read,to-read (#229),to-read,,,,0,0
32856281,Build Better Products,Laura Klein,"Klein, Laura",,"=""1933820586""","=""9781933820583""",0,4.28,Rosenfeld Media,Paperback,368,2016,,,2024/04/22,to-read,to-read (#228),to-read,,,,0,0
34431412,Collaborative Product Design: Help Any Team Build a Better Experience,Austin Govella,"Govella, Austin",,"=""1491975032""","=""9781491975039""",0,4.12,O'Reilly Media,Paperback,404,2019,,,2024/04/22,to-read,to-read (#227),to-read,,,,0,0
18177290,The User Experience Team of One: A Research and Design Survival Guide,Leah Buley,"Buley, Leah",,"=""1933820187""","=""9781933820187""",0,4.19,Rosenfield Media,Paperback,264,2013,,,2024/04/21,to-read,to-read (#226),to-read,,,,0,0
225111,The Laws of Simplicity,John Maeda,"Maeda, John",,"=""0262134721""","=""9780262134729""",0,3.89,The MIT Press,Hardcover,128,2006,2006,,2024/04/21,to-read,to-read (#225),to-read,,,,0,0
195791688,Burn Book: A Tech Love Story,Kara Swisher,"Swisher, Kara",,"=""1982163895""","=""9781982163891""",0,3.94,Simon & Schuster,Hardcover,305,2024,2024,,2024/04/21,to-read,to-read (#224),to-read,,,,0,0
31409135,The Radium Girls: The Dark Story of America’s Shining Women,Kate  Moore,"Moore, Kate",,"=""149264935X""","=""9781492649359""",0,4.16,Sourcebooks,Hardcover,479,2017,2016,,2024/04/16,to-read,to-read (#223),to-read,,,,0,0
206152,Schrader on Schrader,Kevin Jackson,"Jackson, Kevin",,"=""0571221769""","=""9780571221769""",0,4.14,Faber and Faber,Paperback,336,2004,1990,,2024/03/24,to-read,to-read (#222),to-read,,,,0,0
173302,The Writer's Journey: Mythic Structure for Writers,Christopher Vogler,"Vogler, Christopher",,"=""0941188701""","=""9780941188708""",0,4.10,Michael Wiese Productions,Paperback,326,1998,1992,,2024/03/16,to-read,to-read (#221),to-read,,,,0,0
23790,Short Stories,Anton Chekhov,"Chekhov, Anton",Ralph E. Matlaw,"=""0393090027""","=""9780393090024""",0,4.36,W W Norton & Co Inc,Paperback,384,1979,1932,,2024/03/16,to-read,to-read (#220),to-read,,,,0,0
1027072,The Movie Brats: How the Film Generation Took over Hollywood,Michael Pye,"Pye, Michael",,"=""0030426766""","=""9780030426766""",0,3.80,Henry Holt & Co,Paperback,273,1984,1979,,2024/03/15,to-read,to-read (#219),to-read,,,,0,0
502295,Gonzo: The Life of Hunter S. Thompson,Jann S. Wenner,"Wenner, Jann S.","Corey Seymour, Johnny Depp","=""0316005274""","=""9780316005272""",0,4.10,"Little, Brown and Company",Hardcover,467,2007,2007,,2024/03/06,to-read,to-read (#218),to-read,,,,0,0
252124,The Man Who Ate Everything,Jeffrey Steingarten,"Steingarten, Jeffrey",,"=""0375702024""","=""9780375702020""",0,3.88,Vintage,Paperback,528,1998,1997,,2022/03/09,"cookbooks, to-read","cookbooks (#2), to-read (#217)",to-read,,,,0,0
25173297,Discussing Design: Improving Communication and Collaboration through Critique,Adam Connor,"Connor, Adam",Aaron Irizarry,"=""1491924047""","=""9781491924044""",0,3.85,O'Reilly Media,ebook,150,2015,2015,,2024/02/28,to-read,to-read (#216),to-read,,,,0,0
27272504,Overcomplicated: Technology at the Limits of Comprehension,Samuel Arbesman,"Arbesman, Samuel",,"=""1591847761""","=""9781591847762""",0,3.52,Current,Hardcover,256,2016,2016,,2024/02/28,to-read,to-read (#215),to-read,,,,0,0
39644200,Mismatch: How Inclusion Shapes Design,Kat  Holmes,"Holmes, Kat",John Maeda,"=""0262038889""","=""9780262038881""",0,4.08,The MIT Press,Hardcover,176,2018,2018,,2024/02/28,to-read,to-read (#214),to-read,,,,0,0
29502593,Sense and Respond: How Successful Organizations Listen to Customers and Create New Products Continuously,Jeff Gothelf,"Gothelf, Jeff",Josh Seiden,"=""1633691888""","=""9781633691889""",0,4.02,Harvard Business Review Press,Hardcover,272,2017,2017,2024/02/28,2023/01/25,ux,ux (#22),read,,,,1,0
199346102,Wise Animals: How Technology Has Made Us What We Are,Tom Chatfield,"Chatfield, Tom",,"=""1529079772""","=""9781529079777""",0,3.58,Picador,Kindle Edition,337,2024,,,2024/02/05,to-read,to-read (#213),to-read,,,,0,0
289751,Proust and the Squid: The Story and Science of the Reading Brain,Maryanne Wolf,"Wolf, Maryanne",,"=""0060186399""","=""9780060186395""",0,3.85,Harper,Hardcover,308,2007,2007,,2023/11/24,to-read,to-read (#212),to-read,,,,0,0
76889,100 Selected Poems,E.E. Cummings,"Cummings, E.E.",,"=""0802130720""","=""9780802130723""",0,4.28,Grove Press,Paperback,121,1994,1923,,2023/11/13,to-read,to-read (#211),to-read,,,,0,0
10281070,"Redesigning Leadership (Simplicity: Design, Technology, Business, Life)",John Maeda,"Maeda, John",Rebecca J Bermont,"=""0262015889""","=""9780262015882""",0,3.76,The MIT Press,Hardcover,96,2011,2011,,2023/11/13,to-read,to-read (#210),to-read,,,,0,0
69736,"Thinking with Type: A Critical Guide for Designers, Writers, Editors, and Students",Ellen Lupton,"Lupton, Ellen",,"=""1568984480""","=""9781568984483""",0,4.12,Princeton Architectural Press,Paperback,176,2004,2004,2020/01/01,2023/04/08,ux,ux (#21),read,,,,1,0
51771652,Developing Inclusive Mobile Apps: Building Accessible Apps for iOS and Android,Rob Whitaker,"Whitaker, Rob",,"=""1484258134""","=""9781484258132""",0,4.33,Apress,Paperback,360,2020,,,2023/09/27,to-read,to-read (#209),to-read,,,,0,0
58690362,Scary Smart: The Future of Artificial Intelligence and How You Can Save Our World,Mo Gawdat,"Gawdat, Mo",,"=""""","=""""",0,3.81,Bluebird,ebook,336,2021,2021,,2023/09/23,to-read,to-read (#208),to-read,,,,0,0
30354426,Solve for Happy: Engineer Your Path to Joy,Mo Gawdat,"Gawdat, Mo",,"=""1501157558""","=""9781501157554""",0,3.97,Gallery Books,Hardcover,368,2017,2017,,2023/09/23,to-read,to-read (#207),to-read,,,,0,0
77142,Snow Falling on Cedars,David Guterson,"Guterson, David",,"=""067976402X""","=""9780679764021""",0,3.86,Vintage,Paperback,460,1995,1994,2023/02/11,2022/07/11,to-read,to-read (#206),to-read,,,,1,0
22551809,The Road to Character,David  Brooks,"Brooks, David",,"=""081299325X""","=""9780812993257""",0,3.65,Random House,Hardcover,320,2015,2015,,2023/09/23,to-read,to-read (#205),to-read,,,,0,0
479044,"Gastronaut: Adventures in Food for the Romantic, the Foolhardy, and the Brave – A Hilarious Culinary History of Extreme Cooking and Bizarre Culture",Stefan Gates,"Gates, Stefan",,"=""0156030977""","=""9780156030977""",0,3.30,Harvest,Paperback,272,2006,2005,,2023/09/22,to-read,to-read (#204),to-read,,,,0,0
58950736,The Chaos Machine: The Inside Story of How Social Media Rewired Our Minds and Our World,Max Fisher,"Fisher, Max",,"=""031670332X""","=""9780316703321""",0,4.27,"Little, Brown and Company",Hardcover,400,2022,2022,,2023/09/05,to-read,to-read (#203),to-read,,,,0,0
197519285,The Path to Senior Product Designer: An Actionable Growth Plan for a UX Design Career,Artiom Dashinsky,"Dashinsky, Artiom",,"=""""","=""9798856186924""",0,4.43,Independently published,Paperback,287,2023,,,2023/08/28,to-read,to-read (#202),to-read,,,,0,0
123060682,Oops! Why Things Go Wrong: Understanding and Controlling Error,Niall Downey,"Downey, Niall",,"=""1739789261""","=""9781739789268""",0,4.27,The Liffey Press,Paperback,312,2023,,,2023/08/17,to-read,to-read (#201),to-read,,,,0,0
99602400,What We Do Is Secret: Contemporary Art and the Antinomies of Conspiracy (Sternberg Press / The Antipolitical),Larne Abse Gogarty,"Gogarty, Larne Abse",Hannah Black,"=""3956795628""","=""9783956795626""",0,4.10,Sternberg Press,Paperback,184,2023,,,2023/08/16,to-read,to-read (#200),to-read,,,,0,0
59808190,Your Table Is Ready: Tales of a New York City Maître D',Michael Cecchi-Azzolina,"Cecchi-Azzolina, Michael",,"=""1250281989""","=""9781250281982""",0,3.69,St. Martin's Press,Hardcover,304,2022,2022,,2023/08/09,to-read,to-read (#199),to-read,,,,0,0
213280,Setting the Table: The Transforming Power of Hospitality in Business,Danny  Meyer,"Meyer, Danny",,"=""""","=""""",0,4.04,Harper,Hardcover,336,2006,2006,,2023/08/07,to-read,to-read (#198),to-read,,,,0,0
1780248,Citizen Welles: A Biography of Orson Welles,Frank Brady,"Brady, Frank",,"=""0385267592""","=""9780385267595""",0,3.86,Anchor,Paperback,655,1990,1992,,2023/08/07,to-read,to-read (#197),to-read,,,,0,0
19194562,Onassis: An Extravagant Life,Frank Brady,"Brady, Frank",,"=""""","=""""",0,3.99,NY Creative Publishing,Kindle Edition,246,2013,1978,,2023/08/07,to-read,to-read (#196),to-read,,,,0,0
8264505,Endgame: Bobby Fischer's Remarkable Rise and Fall—From America's Brightest Prodigy to the Edge of Madness,Frank Brady,"Brady, Frank",,"=""0307463907""","=""9780307463906""",0,3.94,Crown,Hardcover,402,2011,2011,,2023/08/07,to-read,to-read (#195),to-read,,,,0,0
25967752,Make it New: A History of Silicon Valley Design,Barry M. Katz,"Katz, Barry M.",,"=""0262029634""","=""9780262029636""",0,3.74,The MIT Press,Hardcover,280,2015,2015,,2023/08/02,to-read,to-read (#194),to-read,,,,0,0
57748024,Misfits: A Personal Manifesto,Michaela Coel,"Coel, Michaela",,"=""1250843456""","=""9781250843456""",0,4.14,Henry Holt and Co.,Kindle Edition,112,2021,2021,,2021/07/18,to-read,to-read (#10),to-read,,,,0,0
22668140,Everything Is Cinema: The Working Life of Jean-Luc Godard,Richard Brody,"Brody, Richard",,"=""""","=""""",0,4.08,Metropolitan Books,Kindle Edition,732,2008,2007,,2023/07/28,to-read,to-read (#193),to-read,,,,0,0
203409,Security Analysis: The Classic 1951 Edition,Benjamin Graham,"Graham, Benjamin",,"=""0071448209""","=""9780071448208""",0,4.30,McGraw Hill,Hardcover,784,2004,1934,,2023/07/25,to-read,to-read (#192),to-read,,,,0,0
52768414,Stranger in the Shogun's City: A Japanese Woman and Her World,Amy Stanley,"Stanley, Amy",,"=""1501188526""","=""9781501188527""",0,3.77,Scribner,Hardcover,352,2020,2020,,2023/07/25,to-read,to-read (#191),to-read,,,,0,0
2557,De Kooning: An American Master,Mark       Stevens,"Stevens, Mark",Annalyn Swan,"=""0375711163""","=""9780375711169""",0,4.13,Alfred A. Knopf,Paperback,732,2006,2004,,2023/07/25,to-read,to-read (#190),to-read,,,,0,0
11958983,Eisenhower in War and Peace,Jean Edward Smith,"Smith, Jean Edward",,"=""140006693X""","=""9781400066933""",0,4.08,Random House,Hardcover,976,2012,2012,,2023/07/25,to-read,to-read (#189),to-read,,,,0,0
350962,Rastersysteme für die visuelle Gestaltung,Josef Muller-Brockmann,"Muller-Brockmann, Josef",,"=""3721201450""","=""9783721201451""",0,4.13,Niggli AG Verlag,Hardcover,176,2007,1996,,2023/07/16,to-read,to-read (#188),to-read,,,,0,0
38821039,The Making of a Manager: What to Do When Everyone Looks to You,Julie Zhuo,"Zhuo, Julie",,"=""0735219567""","=""9780735219564""",0,4.20,Portfolio,Hardcover,336,2019,2019,,2023/07/07,to-read,to-read (#187),to-read,,,,0,0
57247102,"The Hungry Eye: Eating, Drinking, and European Culture from Rome to the Renaissance",Leonard Barkan,"Barkan, Leonard",,"=""069122238X""","=""9780691222387""",0,3.50,Princeton University Press,Kindle Edition,328,2021,,,2023/06/27,to-read,to-read (#186),to-read,,,,0,0
980280,Sketching User Experiences:  Getting the Design Right and the Right Design,Bill Buxton,"Buxton, Bill",,"=""0123740371""","=""9780123740373""",0,3.90,Morgan Kaufmann,Paperback,448,2007,2007,,2023/06/23,to-read,to-read (#185),to-read,,,,0,0
58724758,Four Thousand Weeks: Time Management for Mortals,Oliver Burkeman,"Burkeman, Oliver",,"=""1250849357""","=""9781250849359""",0,4.17,Picador Paper,Paperback,304,2023,2021,,2023/06/11,to-read,to-read (#184),to-read,,,,0,0
75668238,Crying in H Mart,Michelle Zauner,"Zauner, Michelle",,"=""1984898957""","=""9781984898951""",0,4.23,Vintage,Paperback,239,2023,2021,,2023/06/09,to-read,to-read (#183),to-read,,,,0,0
51704136,Little Fires Everywhere,Celeste Ng,"Ng, Celeste",,"=""0143135163""","=""9780143135166""",0,4.07,Penguin Books,Paperback,368,2020,2017,2020/01/01,2021/02/01,,,read,,,,1,0
